id,product_name,EAN,miso_artvonbonbonsanderensuesswaren,miso_artvonschokolade,miso_artvonsnackknabberartikel,miso_artvonzucker,miso_artvonspeiseoel,miso_artvonteigwarennudeln,miso_artvonverwendetemei,miso_artvonkraeuterngewuerzen,miso_artvonbearbeitetemgetreideprodukt,miso_artvonsaucedip,miso_artvonsalatsauce,miso_artvontrinkschokolade,miso_artvonerfrischungsgetraenk,miso_artvonkeksgebaeck,miso_artvonkuchen,miso_artvongebaeckpastete,miso_artvonummantelungfuellung,miso_artvonbrot,miso_artvonprodukt,miso_artvondessert,miso_artvonwasser,miso_artvonsportgetraenk,miso_artvonkrustentierenmuschelnschnecken,miso_artvonhonig,miso_artvoneingelegtemgemuesesauerkonserven,miso_artvonoliven,miso_artvonjoghurt,miso_artvonrahm,miso_artvonmilch,cat_5,cat_5_name,cat_4,cat_4_name,cat_3,cat_3_name,cat_2,cat_2_name,cat_1,cat_1_name
113105000000,M-Classic Aprikosentörtli,7613269762669,,,,,,,,,,,,,,,,Törtli,,,,,,,,,,,,,,BeSS_0101030812,Konditorei Gebäcke klein,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113106900000,Birnweggli,7616700004076,,,,,,,,,,,,,,,,Süsses Gebäck,,,,,,,,,,,,,,BeSS_0101030803,Französische Bäckerei,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113107000000,Blätterteigblumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101030803,Französische Bäckerei,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113108800000,American Favorites Cookie,,,,,,,,,,,,,,,,,Cookie,,,,,,,,,,,,,,BeSS_0101030812,Konditorei Gebäcke klein,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113109100000,Bio YOU Vollwertguetzli,,,,,,,,,,,,,,,,,Cookie,,,,,,,,,,,,,,BeSS_0101030812,Konditorei Gebäcke klein,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113110300000,Choc-Törtli,,,,,,,,,,,,,,,,,Törtli,,,,,,,,,,,,,,BeSS_0101030812,Konditorei Gebäcke klein,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113111600000,Maxi-Choco,7616700017618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101030803,Französische Bäckerei,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113113800000,Pudding Küchlein,,,,,,,,,,,,,,,,Pudding,,,,,,,,,,,,,,,BeSS_0101030803,Französische Bäckerei,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113119600000,M-Budget Linzertörtli,,,,,,,,,,,,,,,,,Törtli,,,,,,,,,,,,,,BeSS_0101030803,Französische Bäckerei,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113123200000,Madeleines pur beurre,7616700013474,,,,,,,,,,,,,,,,Madeleines,,,,,,,,,,,,,,BeSS_0101030803,Französische Bäckerei,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113123300000,Madeleines mit Schokoladesplittern,7616700012811,,,,,,,,,,,,,,,,Madeleines,,,,,,,,,,,,,,BeSS_0101030803,Französische Bäckerei,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113127000000,Nussrollen,7616700004205,,,,,,,,,,,,,,,,Nussrollen,,,,,,,,,,,,,,BeSS_0101030803,Französische Bäckerei,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113142000000,Rueblitoertli,7616700138191,,,,,,,,,,,,,,,Törtli,Törtli,,,,,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113302100000,Schweden Cake,,,,,,,,,,,,,,,,Torte,,,,,,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113313500000,Sélection Truffes Torte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113315200000,Zuger Kirschtorte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113322700200,Fruchttorte,,,,,,,,,,,,,,,,Fruchttorte,,,,,,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113322800000,Schwarzwälder 10cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113802600000,M-Classic Himbeer-Becher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113804800000,Vanille Becher,7613404268032,,,,,,,,,,,,,,,Patisserie,,,,,,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113817600200,Vermicelles-Becher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113823300000,YOU Blueberry Becher,,,,,,,,,,,,,,,,,,,,,Creme,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113824100000,M-Classic Schwedenbecher 100g,,,,,,,,,,,,,,,,Patisserie,,,,,,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
113834900000,YOU Kokos-Mango Becher,,,,,,,,,,,,,,,,,,,,,Creme,,,,,,,,,,BeSS_0101030802,Konditorei gekühlt,BeSS_01010308,Konditorei & Patisserie,BeSS_010103,"Bäckerei, Confiserie & Backen",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120101800000,Evian Mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120101900000,Evian Mini,3068320019321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120107000000,Aproz Classic,,,,,,,,,,,,,,,,,,,,,,Mineralwasser,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120107100000,Aproz Classic,7617500014418,,,,,,,,,,,,,Mineralwasser,,,,,,,,Mineralwasser,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120136500000,Tonic Water,,,,,,,,,,,,,,Tonic Water,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120136600000,Tonic Water,7617500044118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120200100000,Bitter,7613312302699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120201000000,S.Pellegrino Aranciata,,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120201100000,S.Pellegrino Aranciata Amara,,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120211000000,S.Pellegrino Aranciata,8002270806520,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120211100000,S.Pellegrino Aranciata Amara,8002270976520,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120211900000,Fentimans Wild English Elderflower,,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120212000000,Fentimans Victorian Lemonade,5029396222341,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120212100000,Fentimans Rose Lemonade,5029396738576,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120305900000,Perrier,,,,,,,,,,,,,,,,,,,,,,Mineralwasser,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120306000000,Perrier,,,,,,,,,,,,,,,,,,,,,,Mineralwasser,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120804800000,Evian,,,,,,,,,,,,,,,,,,,,,,Mineralwasser,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120808800000,Perrier,,,,,,,,,,,,,,,,,,,,,,Mineralwasser,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120808900000,Perrier,,,,,,,,,,,,,,,,,,,,,,Mineralwasser,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120819000000,Aus der Region Knutwiler ohne CO2,,,,,,,,,,,,,,Mineralwasser,,,,,,,,Mineralwasser,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120852000000,Contrex,,,,,,,,,,,,,,,,,,,,,,Mineralwasser,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
120852100000,Contrex,3179732347725,,,,,,,,,,,,,,,,,,,,,Mineralwasser,,,,,,,,,,,BeSS_01011003,Mineralwasser,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
121000700000,Bio Apfelschorle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
121002800000,M-Classic Apfelsaft,,,,,,,,,,,,,,Saft,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
121013900000,Aus der Region Süssmost klar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
121014100000,Aus der Region Süssmost trüb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
121051200000,Bio Apfelsaft,,,,,,,,,,,,,,Saft,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
121051800000,Bio Apfelschorle trüb,,,,,,,,,,,,,,Schorle,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
121051900000,Bio Apfelschorle trüb,,,,,,,,,,,,,,Schorle,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
121320800000,Feldschlösschen Alkoholfrei,,,,,,,,,,,,,,Bier,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
121320900000,Feldschlösschen Alkoholfrei,7612900304916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
121325900000,Erdinger Bier alkoholfrei,4002103282020,,,,,,,,,,,,,Bier,,,,,,,,,isotonisch,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
121328000000,Feldschlösschen Weizen alkoholfrei,,,,,,,,,,,,,,Bier,,,,,,,,,,,,,,,,,,,BeSS_01011008,Apéro-Getränke,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
122022200000,Bio Orangensaft,7613312163467,,,,,,,,,,,,,Saft,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
122046300000,Oasis Pfirsich,,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
122046400000,Oasis Pfirsich,8435185966506,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
122046500000,Oasis Tropical,,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
122046600000,Oasis Tropical,8435185966421,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
122046700000,Oasis Orange,,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
122046800000,Oasis Orange,8435185966469,,,,,,,,,,,,,Limonade,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
122046900000,Oasis Tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
122047000000,Oasis Tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_01011007,Fruchtsäfte & Gemüsesäfte,BeSS_010110,Getränke heiss & kalt,BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130101200000,M-Classic Tortelloni ricotta e spinaci,7610200062284,,,,,,Tortelloni,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130101300000,M-Classic Tortelloni Ricotta / Spinat,7610200067647,,,,,,Tortelloni,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130101600000,M-Classic Tortellini Tre Colori Basilico,7613269460879,,,,,,Tortellini,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130101700000,M-Classic Tortelloni Pilz,7613404053898,,,,,,Tortelloni,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130102500000,Anna's Best Fettuccine,7613269737100,,,,,,Fettuccine,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130102600000,Bio Pasta fresca,7613269737209,,,,,,Fettuccine,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130206,Bio Pasta / Spätzli / Gnocchi,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130103900000,Bio Kartoffelgnocchi,7613269528838,,,,,,Gnocchi,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130206,Bio Pasta / Spätzli / Gnocchi,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130105500000,Tortellini Parmesan und Basilikum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130107200000,M-Classic Tortelloni mit Fleisch,7617027115025,,,,,,Tortelloni,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130107300000,M-Classic Tortelloni gefüllt mit Fleisch,7617027115063,,,,,,Tortelloni,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130107400000,M-Classic Tortelloni al formaggio,,,,,,,Tortelloni,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130107600000,M-Classic Tortellini crudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130111400000,Anna's Best Fiori al limone,7613269267003,,,,,,Fiori,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130112400000,Fiori spinaci ricotta aha!,7613269346388,,,,,,Fiori,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130113200000,YOU Low Carb Fiori Quark & Spinat,7613404036112,,,,,,Fiori,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130205,Pasta,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130121600000,Bio Knöpfli,7613269874218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130206,Bio Pasta / Spätzli / Gnocchi,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130121700000,Bio Eierspätzli,7616800810409,,,,,,Spätzli,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130206,Bio Pasta / Spätzli / Gnocchi,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130134300000,Bio Fiori Kürbis Salbei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130206,Bio Pasta / Spätzli / Gnocchi,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130134600000,Bio Fiori Ricotta / Spinat,7613269392132,,,,,,Fiori,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130206,Bio Pasta / Spätzli / Gnocchi,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130134700000,Bio Fiori Ricotta / Spinat,7613269391746,,,,,,Fiori,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130206,Bio Pasta / Spätzli / Gnocchi,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130134800000,Bio Agnolotti arrabbiata,7613269392156,,,,,,Agnolotti,Freilandhaltung,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130206,Bio Pasta / Spätzli / Gnocchi,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130136600000,Bio Girasoli vegani spinaci,7613404113622,,,,,,Girasoli,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130206,Bio Pasta / Spätzli / Gnocchi,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130136700000,Bio Girasoli vegani verdure grigliate,7613404114049,,,,,,Girasoli,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130206,Bio Pasta / Spätzli / Gnocchi,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130308000000,Anna's Best Kartoffelsalat,7613404100455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130219,Fertigsalate,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130308100000,Anna's Best Maissalat,7613269284383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130219,Fertigsalate,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
130308200000,Anna's Best Russischer Salat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS_0101130219,Fertigsalate,BeSS_01011302,"Fertige Pizzen, Menüs & Snacks",BeSS_010113,"Fertiggerichte, Menüs & Snacks",BeSS_0101,Lebensmittel,BeSS_01,Supermarkt
